server_ts,client_ts,client_addr,visitor_id,session_id,location,referer,user_agent,type,visitor_params,session_params,event_params,br_width,br_height,sc_width,sc_height,br_lang,tz_off
2014-03-01T03:39:23.099,2014-03-01T03:39:24.222,50.204.38.160,45467421ac4f218,463fe4c146ea482,http://dataiku.com/blog/2014/01/14/winning-kaggle.html,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,986,1920,1080,en-US,300
2014-03-01T03:48:03.255,2014-03-01T03:48:02.658,27.32.161.160,5fcc5e41efb0fbd,bc65d2c1a81974f,http://www.dataiku.com/applications/,http://www.dataiku.com/products/shaker/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1680,963,1680,1050,en-GB,-660
2014-03-01T06:25:34.566,2014-03-01T06:25:34.524,66.250.143.150,1cad2751ed7eeaf,f6bc5851e373824,http://www.dataiku.com/,http://strataconf.com/strata2014/public/schedule/detail/33474,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1183,658,1280,800,en-US,300
2014-03-01T06:39:04.869,2014-03-01T06:39:06.764,207.126.92.0,aa7f46a1b81a297,958c8c612c038ba,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,,Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1366,664,1366,768,en-US,-480
2014-03-01T06:41:15.033,2014-03-01T06:41:06.496,70.72.174.130,488afab1d36e232,b2e7a6c1157aad1,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,http://www.kaggle.com/c/yandex-personalized-web-search-challenge/forums/t/6811/share-your-approach,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,995,1920,1080,en-US,420
2014-03-01T07:28:23.787,2014-03-01T07:28:27.896,82.124.52.120,3864d95168bb57b,4065ba017b99d1f,http://www.dataiku.com/company/careers/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,825,728,1680,1050,fr,-60
2014-03-01T07:44:14.593,2014-03-01T07:44:14.333,106.188.108.180,dbe1c461cb8c8fc,315aa621e1dba8b,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,http://b.hatena.ne.jp/search/text?q=kaggle,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1440,779,1440,900,ja,-540
2014-03-01T08:30:42.962,2014-03-01T08:30:42.908,85.170.217.110,3e8860b174f9381,72c80721166581e,http://www.dataiku.com/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1276,683,1280,800,en-US,-60
2014-03-01T08:30:43.160,2014-03-01T08:30:43.107,85.170.217.110,3e8860b174f9381,72c80721166581e,http://www.dataiku.com/company/team/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1276,683,1280,800,en-US,-60
2014-03-01T08:30:50.298,2014-03-01T08:30:50.241,85.170.217.110,3e8860b174f9381,72c80721166581e,http://www.dataiku.com/company/careers/,http://www.dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1276,683,1280,800,en-US,-60
2014-03-01T08:30:50.989,2014-03-01T08:30:50.936,85.170.217.110,3e8860b174f9381,72c80721166581e,http://www.dataiku.com/applications/freemium/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1276,683,1280,800,en-US,-60
2014-02-28T23:08:24.485,2014-02-28T23:08:24.152,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/,http://www.dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:09:24.069,2014-02-28T23:09:23.742,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/shaker/,http://www.dataiku.com/products/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:09:30.949,2014-02-28T23:09:30.645,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/sharing/,http://www.dataiku.com/products/shaker/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:09:37.418,2014-02-28T23:09:37.110,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/mining/,http://www.dataiku.com/products/sharing/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:09:52.160,2014-02-28T23:09:51.861,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/manage/,http://www.dataiku.com/products/mining/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:10:05.256,2014-02-28T23:10:04.958,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/products/pricing/,http://www.dataiku.com/products/manage/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:10:54.284,2014-02-28T23:10:53.985,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/company/team/,http://www.dataiku.com/products/pricing/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:11:02.009,2014-02-28T23:11:01.710,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/blog/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:11:37.196,2014-02-28T23:11:36.873,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,http://www.dataiku.com/blog/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:15:04.552,2014-02-28T23:15:04.249,71.231.205.40,b39d06e177819e1,40a4581157cd002,http://www.dataiku.com/company/team/,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:15:06.052,2014-02-28T23:15:05.940,71.231.205.40,b39d06e177819e1,40a4581157cd002,http://www.dataiku.com/products/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:15:14.013,2014-02-28T23:15:13.708,71.231.205.40,b39d06e177819e1,40a4581157cd002,http://www.dataiku.com/products/manage/,http://www.dataiku.com/products/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:15:21.719,2014-02-28T23:15:21.607,71.231.205.40,b39d06e177819e1,40a4581157cd002,http://www.dataiku.com/products/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-02-28T23:23:35.972,2014-02-28T23:23:35.825,111.68.97.20,1e07c3315601c70,41282fe13c05cb3,http://www.dataiku.com/,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CC8QFjAB&url=http%3A%2F%2Fwww.dataiku.com%2F&ei=qY0QU92qEs_T7AbH14HIDA&usg=AFQjCNFbYFPWucGq2yCvV--HTv_9VuvqQg&sig2=9X0mAATsrzs0jcse4DymIA&bvm=bv.61965928,d.ZGU",Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0,page,null,null,,1317,678,1366,768,en-US,-300
2014-02-28T23:30:00.157,2014-02-28T23:30:02.159,129.199.146.120,e7302f7136d4b0a,eedab101de091a0,http://dataiku.com/,,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",page,null,null,,320,372,320,480,fr-fr,-60
2014-03-01T01:17:50.478,2014-03-01T01:17:49.966,177.12.6.200,4f0bf6913915c00,51d367414f773a7,http://dataiku.com/blog/2014/01/14/winning-kaggle.html,http://www.datatau.com/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0,page,null,null,,1366,621,1366,768,pt-BR,180
2014-03-01T02:13:07.483,2014-03-01T02:13:07.362,177.12.6.200,4f0bf6913915c00,f8bcaa01f6f0dc7,http://dataiku.com/blog/2014/01/14/winning-kaggle.html,http://www.datatau.com/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0,page,null,null,,1366,621,1366,768,pt-BR,180
2014-03-01T02:13:08.938,2014-03-01T02:13:07.534,109.106.255.180,2101e021fe652a0,70787d512c6621a,http://www.dataiku.com/,http://blog.kaggle.com/2014/02/06/winning-personalized-web-search-team-dataiku/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1680,925,1680,1050,en-US,-60
2014-03-01T02:29:45.153,2014-03-01T02:29:42.239,81.110.15.30,3965c6313c2ca1d,942c207166c12c6,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1229,1032,1920,1080,en-GB,0
2014-03-01T02:42:43.329,2014-03-01T02:50:08.603,201.13.150.170,d1eb654155c4719,dbf948414359e0a,http://www.dataiku.com/,https://www.google.com.br/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",page,null,null,,1440,809,1440,900,pt-BR,180
2014-03-01T02:42:55.351,2014-03-01T02:50:21.212,201.13.150.170,d1eb654155c4719,dbf948414359e0a,http://www.dataiku.com/products/,http://www.dataiku.com/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",page,null,null,,1440,809,1440,900,pt-BR,180
2014-02-28T22:36:34.911,2014-02-28T22:36:34.830,209.12.169.220,2a128351b03cde6,205582c17598cf7,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,https://www.google.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",page,null,null,,1366,520,1366,768,en-US,480
2014-02-28T23:00:32.238,2014-02-28T23:00:35.422,173.196.178.30,3db26c91476acf8,85b34cb160e76b3,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,page,null,null,,1249,567,1366,768,en-US,480
2014-02-28T23:01:04.060,2014-02-28T23:01:07.683,173.196.178.30,3db26c91476acf8,85b34cb160e76b3,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,page,null,null,,1249,567,1366,768,en-US,480
2014-02-28T23:08:01.142,2014-02-28T23:08:01.039,71.231.205.40,b39d06e177819e1,dd4804c114166e6,http://www.dataiku.com/,https://www.google.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1440,730,1440,900,en-US,480
2014-03-01T09:31:38.118,2014-03-01T09:31:37.229,89.89.153.180,d2779b71c03d7f7,fccb4dd14b84d64,http://dataiku.com/,http://www.journaldunet.com/solutions/analytics/big-data-en-france/dataiku.shtml,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,636,1280,800,fr,-60
2014-03-01T09:33:07.882,2014-03-01T09:33:06.950,89.89.153.180,d2779b71c03d7f7,fccb4dd14b84d64,http://dataiku.com/applications/ecommerce/,http://dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,636,1280,800,fr,-60
2014-03-01T09:33:24.125,2014-03-01T09:33:23.120,89.89.153.180,d2779b71c03d7f7,fccb4dd14b84d64,http://dataiku.com/products/,http://dataiku.com/applications/ecommerce/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,600,1280,800,fr,-60
2014-03-01T09:33:55.089,2014-03-01T09:33:54.154,89.89.153.180,d2779b71c03d7f7,fccb4dd14b84d64,http://dataiku.com/products/pricing/,http://dataiku.com/products/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,600,1280,800,fr,-60
2014-03-01T09:34:05.695,2014-03-01T09:34:04.700,89.89.153.180,d2779b71c03d7f7,fccb4dd14b84d64,http://dataiku.com/products/,http://dataiku.com/applications/ecommerce/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,600,1280,800,fr,-60
2014-03-01T09:48:35.786,2014-03-01T09:56:13.242,82.124.58.210,05b65e313c33666,809603519e154b0,http://dataiku.com/blog/2013/11/10/The-Six-Core-Skills-of-a-data-scientist.html,,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",page,null,null,,320,460,320,568,fr-fr,-60
2014-03-01T10:13:35.307,2014-03-01T10:13:33.630,86.73.149.30,a65bb0215309f6f,70a40ee16d9d664,http://www.dataiku.com/,https://www.google.fr/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1600,775,1600,900,fr,-60
2014-03-01T10:13:37.943,2014-03-01T10:13:36.188,86.73.149.30,a65bb0215309f6f,70a40ee16d9d664,http://www.dataiku.com/company/team/,http://www.dataiku.com/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1600,775,1600,900,fr,-60
2014-03-01T10:18:21.620,2014-03-01T10:18:19.877,86.73.149.30,a65bb0215309f6f,590fb3f1246aa17,http://www.dataiku.com/company/careers/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1600,775,1600,900,fr,-60
2014-03-01T10:52:17.607,2014-03-01T10:52:21.278,193.52.24.0,9702f791ec278c6,1237bf71a176ad7,http://dataiku.com/,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",page,null,null,,1346,548,1366,768,en-US,-60
2014-03-01T10:54:28.152,2014-03-01T10:54:27.909,109.26.51.40,4fc06a410808653,0b0982b13394087,http://dataiku.com/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/1.0 Safari/1",page,null,null,,1000,1000,1440,900,en-us,-60
2014-03-01T11:08:14.043,2014-03-01T11:08:13.175,121.211.103.160,6848e221bee38b3,66163a51fd8f4d0,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,https://www.google.com.au/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,939,1280,1024,en-US,-660
2014-03-01T11:11:47.029,2014-03-01T11:11:48.458,109.25.210.20,22eb1631f385f1e,1947c3f17a3087b,http://www.dataiku.com/products/,http://www.dataiku.com/products/thankyou/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,798,558,1366,768,fr,-60
2014-03-01T11:11:47.239,2014-03-01T11:11:48.604,109.25.210.20,64240351fafad29,60f1d481bac0bc3,http://dataiku.com/products/pricing/,http://dataiku.com/products/manage/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,798,558,1366,768,fr,-60
2014-03-01T11:26:50.074,2014-03-01T11:27:06.237,79.89.41.170,ca4d7c416624158,801dcae1df7961e,http://dataiku.com/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14",page,null,null,,1280,600,1280,800,en-us,-60
2014-03-01T11:28:03.797,2014-03-01T11:28:03.727,77.196.25.210,f5307b21dc05b33,3369a841b3741f2,http://www.dataiku.com/,https://www.google.fr/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:39:32.070,2014-03-01T11:39:31.763,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/products/,http://www.dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:39:40.345,2014-03-01T11:39:40.187,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/products/shaker/,http://www.dataiku.com/products/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:39:47.400,2014-03-01T11:39:47.302,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/company/team/,http://www.dataiku.com/products/shaker/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:40:21.817,2014-03-01T11:40:21.721,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/applications/,http://www.dataiku.com/company/team/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:40:31.063,2014-03-01T11:40:30.966,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/applications/freemium/,http://www.dataiku.com/applications/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:40:37.043,2014-03-01T11:40:36.941,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/products/,http://www.dataiku.com/applications/freemium/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:40:41.791,2014-03-01T11:40:41.725,77.196.25.210,f5307b21dc05b33,684e409181bce1b,http://www.dataiku.com/products/pricing/,http://www.dataiku.com/products/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:44:13.044,2014-03-01T11:44:12.945,77.196.25.210,f5307b21dc05b33,727a09a17e39bc5,http://www.dataiku.com/products/,http://www.dataiku.com/products/pricing/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",page,null,null,,1280,705,1280,800,fr,-60
2014-03-01T11:53:05.875,2014-03-01T11:53:04.841,82.245.168.220,cea3e0d102e94ef,fbea84e1590000e,http://www.dataiku.com/,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",page,null,null,,1916,2670,1920,1200,fr-fr,-60
2014-03-01T12:56:56.833,2014-03-01T12:56:57.803,70.183.6.200,efa08241c382f87,fd32c4c1c6b9c33,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-2.html,https://www.google.com/,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",page,null,null,,1024,672,768,1024,en-us,300
2014-03-01T13:12:12.704,2014-03-01T13:12:11.651,80.215.52.20,7ae9d3a147e7815,c9dee6e12e84b48,http://www.dataiku.com/blog/,http://www.dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.11 Safari/537.36",page,null,null,,1280,774,1280,800,en-US,-60
2014-03-01T13:14:53.436,2014-03-01T13:14:53.112,86.221.94.10,e6d378711f907c7,821c768139a832b,http://www.dataiku.com/,"http://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&sqi=2&ved=0CCwQFjAA&url=http%3A%2F%2Fwww.dataiku.com%2F&ei=Rt0RU7bQBaLO0wW1vIGoAw&usg=AFQjCNFbYFPWucGq2yCvV--HTv_9VuvqQg&bvm=bv.62286460,d.d2k",Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1366,654,1366,768,fr,-60
2014-03-01T13:46:32.333,2014-03-01T13:46:27.449,81.110.15.30,3965c6313c2ca1d,89f66fe1811a9b8,http://www.dataiku.com/blog/2014/01/14/winning-kaggle.html,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1229,1071,1920,1080,en-GB,0
2014-03-01T13:55:57.926,2014-03-01T13:55:52.636,212.198.108.190,7608c8e11f6ac97,6e13032102f51c3,http://www.dataiku.com/,https://www.google.fr/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,965,1920,1080,fr,-60
2014-03-01T13:56:33.679,2014-03-01T13:56:35.644,85.69.18.30,29351801b0c0595,ea4fd72147ef2ac,http://www.dataiku.com/,http://www.agoranov.com/12/logiciels-entreprises.html?PHPSESSID=2e8d4fd7e0295abb69e5e6d614646823,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0,page,null,null,,1832,843,1920,1080,fr,-60
2014-03-01T13:56:35.474,2014-03-01T13:56:29.996,212.198.108.190,7608c8e11f6ac97,6e13032102f51c3,http://www.dataiku.com/applications/freemium/,http://www.dataiku.com/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,965,1920,1080,fr,-60
2014-03-01T13:56:52.120,2014-03-01T13:56:46.811,212.198.108.190,7608c8e11f6ac97,6e13032102f51c3,http://www.dataiku.com/products/,http://www.dataiku.com/applications/freemium/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,965,1920,1080,fr,-60
2014-03-01T13:57:18.948,2014-03-01T13:57:13.647,212.198.108.190,7608c8e11f6ac97,6e13032102f51c3,http://www.dataiku.com/products/mining/,http://www.dataiku.com/products/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,965,1920,1080,fr,-60
2014-03-01T14:51:13.543,2014-03-01T14:51:14.515,109.20.195.210,8c4c28216811e7c,4c8f0a21c8333a4,http://dataiku.com/blog/2012/12/07/visualizing-your-linkedin-graph-using-gephi-part-1.html,https://www.google.fr/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1920,971,1920,1080,fr,-60
